rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
11,Kansas,B12,25-10,119.65693345617746,8,96.28446464578752,35,0.9240857486642958,11,25,10,14,4,14-4,0.7675600417199396,0.7218838603144653,0.7914207198913348,0.7675600417199396,0.7218838603144653,0.7914207198913348,0.6523231051982117,0.6857726462524038,112.96791523599411,99.85965504437509,112.96791523599411,99.85965504437509,123.58671292001979,96.14269568543534,128.300003391553,105.96435061615179,0.9002125625316157,20,0.00856413678126311,1457.0,1274.0,1240.2749999999999,1.1747394731007237,1.027191550261031,0,0.7777777777777778,6.921304984671817,11,154,66.1743552073292
12,Villanova,BE,29-5,115.67849058170287,23,93.1101890069197,11,0.9238509072921783,12,29,5,16,2,16-2,0.6830689696308305,0.578351536851848,0.7530776251543546,0.6830689696308305,0.578351536851848,0.7530776251543546,0.7248062570898678,0.768520407598934,110.95772841656438,102.19891936670491,110.95772841656438,102.19891936670491,118.92580873567623,94.35302391515525,123.02152831852415,104.04518623309119,0.8728772641552277,12,0.08335294624199763,1390.0,1211.0,1208.3875,1.1502932627158093,1.0021619720495287,0,0.8888888888888888,8.363497292557703,3,30,65.5644082278693
13,Pittsburgh,ACC,26-10,117.68306770950824,17,94.73175389180551,20,0.9237819489704279,13,26,10,11,7,11-7,0.6868812689871506,0.4838798951471051,0.7911908964050812,0.6868812689871506,0.4838798951471051,0.7911908964050812,0.7150365652193547,0.8751656453778727,108.94051810213747,99.97143285731975,108.94051810213747,99.97143285731975,116.95313612215412,97.1955438484793,118.45745203229717,97.86307389918737,0.8999187627592631,14,-0.03849505521338692,1252.0,1177.0,1140.4499999999998,1.0978122670875534,1.0320487526853437,0,0.6111111111111112,4.170112551437454,22,256,61.809777325873455
14,Connecticut,Amer,32-8,113.04581649608436,49,91.99890252815155,9,0.9144475332094004,14,32,8,12,6,12-6,0.6910579066629828,0.5725734631229812,0.6698188596317377,0.6910579066629828,0.5725734631229812,0.6698188596317377,0.688452454254079,0.8122762401411189,110.13027150160516,100.27589086800772,110.13027150160516,100.27589086800772,110.00083894762145,92.46461797762002,122.69487550236404,99.6060402091255,0.9166360437729885,20,0.08510998977210216,1273.0,1142.0,1192.375,1.0676171506447216,0.9577523849460111,0,0.6666666666666666,4.799949323091317,17,29,62.79342649522161
15,UCLA,P12,28-9,119.55332191270493,9,97.33011516192475,46,0.9141208220905884,15,28,9,12,6,12-6,0.6770430544774505,0.4920673713172396,0.7511992674597169,0.6770430544774505,0.4920673713172396,0.7511992674597169,0.7294843412902937,0.8585064913490587,109.79301015451837,101.3242488351701,109.79301015451837,101.3242488351701,116.82942318667376,97.92026506906012,120.46580947697788,97.21031955953991,0.9217687105242566,13,0.0022816282939149835,1429.0,1304.0,1278.9125,1.1173555657638814,1.019616275546607,0,0.6666666666666666,4.5745121790396155,18,174,68.21622564988553
16,Syracuse,ACC,28-6,114.73674183713464,31,93.52949937693012,12,0.9129484758801151,16,28,6,14,4,14-4,0.6888202718815115,0.5485508143570594,0.7831694073331138,0.6888202718815115,0.5485508143570594,0.7831694073331138,0.7145855429864242,0.810682417321991,110.53614014898653,101.47058592717084,110.53614014898653,101.47058592717084,114.6678463026069,92.90714852936739,136.5480683281994,105.45932002552242,0.9512485885039674,14,0.08563590264586274,1128.0,1045.0,1044.4499999999998,1.0799942553497057,1.0005265929436546,0,0.7777777777777778,7.89649727741434,7,28,59.53621766080805
17,Creighton,BE,27-8,125.68571191901698,2,102.6166811862254,126,0.9114940490911485,17,27,8,14,4,14-4,0.6843874681498427,0.5626233832263385,0.7544891738897633,0.6843874681498427,0.5626233832263385,0.7544891738897633,0.7326273007660242,0.7959428606748474,109.02598482305048,100.87567259939865,109.02598482305048,100.87567259939865,126.57468798098716,100.44777557996677,131.8692456375407,111.51556521527785,0.8730208923752432,12,0.017559493213511024,1402.0,1241.0,1172.0,1.1962457337883958,1.0588737201365188,0,0.7777777777777778,5.655124366516614,14,139,63.428205359880124
18,Ohio St.,B10,25-10,108.90493577916402,108,89.22387280297676,4,0.9082337538717217,18,25,10,10,8,10-8,0.6948646434257563,0.4893568472451952,0.81621773625543,0.6948646434257563,0.4893568472451952,0.81621773625543,0.7143138926162302,0.8862454448296055,110.2551489195466,100.78241754308313,110.2551489195466,100.78241754308313,109.0291225187015,90.3227439108194,106.27771547502577,89.6541440943649,0.8761109479628948,13,-0.014369752935768698,1197.0,1130.0,1170.35,1.0227709659503568,0.9655231341051823,0,0.5555555555555556,4.509226218702523,20,208,63.376957422791165
19,Iowa,B10,20-13,121.69434163151908,5,99.9484996618341,77,0.9058394456269879,19,20,13,9,9,9-9,0.6733140250595113,0.4400205722456122,0.8305618137834264,0.6733140250595113,0.4400205722456122,0.8305618137834264,0.6850326320887095,0.8428156906537025,109.24153502218755,100.43711908649193,109.24153502218755,100.43711908649193,122.7052070072694,99.32160416927003,126.3038996541619,103.21876062607619,0.9106146663822813,14,-0.08873358694421474,1409.0,1324.0,1248.5999999999997,1.1284638795450908,1.0603876341502485,0,0.5,1.1996240801455516,47,318,68.9121553036672
20,Gonzaga,WCC,28-7,114.24485536130237,39,93.95645839687268,16,0.9045119256621276,20,28,7,15,3,15-3,0.6314577914290962,0.5820082223521336,0.6185454166970321,0.6314577914290962,0.5820082223521336,0.6185454166970321,0.7769109337626928,0.7948018133425844,109.5470813149575,103.508657451148,109.5470813149575,103.508657451148,111.11421581460232,90.82476191955989,127.8777702726978,106.905616062316,0.8869519800701822,9,0.016277092321672404,1315.0,1108.0,1184.1625,1.1104894809622836,0.935682391563658,0,0.8333333333333334,4.0454401937515945,24,142,64.52258426631073
21,Oklahoma St.,B12,21-13,116.15426104388405,21,95.53774143846118,28,0.9043978825234344,21,21,13,8,10,8-10,0.6921206967320326,0.516315491215511,0.7936677454407891,0.6921206967320326,0.516315491215511,0.7936677454407891,0.7054746532688239,0.8454033467712031,110.17997161627927,101.08655590097521,110.17997161627927,101.08655590097521,112.83344046547506,96.3395227471968,115.33211769685865,101.46410718808279,0.8135545974966512,15,-0.09554984576232617,1372.0,1313.0,1274.5874999999999,1.0764266870654233,1.0301372012513854,0,0.4444444444444444,1.3829320213056675,42,328,67.2603353592775
22,Kentucky,SEC,29-11,117.70440741108439,16,96.92086212061463,41,0.9032823424630512,22,29,11,12,6,12-6,0.7359709823819724,0.6243109131178102,0.7398470709730112,0.7359709823819724,0.6243109131178102,0.7398470709730112,0.6612405669600653,0.749132160605362,111.44578950040238,99.43990018740892,111.44578950040238,99.43990018740892,114.91933080309104,97.08588500439055,132.65621158904514,109.25679825555983,0.9030592544178978,18,0.05793623363815581,1315.0,1218.0,1208.75,1.0879007238883143,1.0076525336091002,0,0.6666666666666666,3.95595656316835,25,56,63.92482186546643
23,San Diego St.,MWC,29-5,110.00427073199168,91,91.33904203115766,8,0.8945722706989694,23,29,5,16,2,16-2,0.6172779125201042,0.5671977355443557,0.5902276625426769,0.6172779125201042,0.5671977355443557,0.5902276625426769,0.7605224085217239,0.7385443191282683,108.26148817061467,102.77539807812559,108.26148817061467,102.77539807812559,107.417810725236,93.36815126614562,115.75988640022712,98.38154504500054,0.8665330011119228,7,0.10129555991339045,1230.0,1079.0,1147.4875,1.0719071013845467,0.9403152539788016,0,0.8888888888888888,6.061857950635361,13,18,62.00934577228399
24,VCU,A10,26-9,108.83993489487244,109,90.4896985519137,6,0.8931555243122705,24,26,9,12,4,12-4,0.650427412379768,0.5727450104698801,0.6915259832256564,0.650427412379768,0.5727450104698801,0.6915259832256564,0.7639085192276613,0.8079341449479874,108.28453416607015,101.49082754698354,108.28453416607015,101.49082754698354,108.74482093067098,89.74893924506313,112.51158447126511,99.42426525005547,0.8056658324138944,9,-0.009537143368305245,1204.0,1062.0,1155.6875,1.0418041209236926,0.9189335352333567,0,0.75,3.699857483995829,27,196,68.84514101577508
25,Iowa St.,B12,28-8,119.12772112055733,11,99.54781189321085,72,0.8874464198096114,25,28,8,11,7,11-7,0.7326286242413198,0.5747610468789065,0.7955936405459966,0.7326286242413198,0.5747610468789065,0.7955936405459966,0.6769722834902968,0.8153218593912318,111.79386562032445,100.3107614757742,111.79386562032445,100.3107614757742,113.83115545266986,97.8561821569077,127.41845141416066,109.17822915392496,0.8552878144538949,19,0.1253981163373572,1418.0,1395.0,1322.0874999999999,1.072546257339246,1.0551495267900197,0,0.6111111111111112,7.49523929581518,9,6,69.66160336427377
26,Baylor,B12,24-12,119.72759760730932,7,100.20257969024357,81,0.8856734916558239,26,24,12,9,9,9-9,0.727271884606822,0.561427008075804,0.7957946122384776,0.727271884606822,0.561427008075804,0.7957946122384776,0.6753059695587825,0.8151011819745938,111.80945396931114,100.36706328352741,111.80945396931114,100.36706328352741,116.60629381916785,101.57301262079896,128.54066413818612,107.74364892269378,0.8838742355617375,19,0.018469101962048096,1302.0,1270.0,1177.25,1.1059672966659588,1.0787853047356126,0,0.5,3.129757885713756,31,137,60.93885314994889
27,North Carolina,ACC,24-10,113.89718843475276,41,95.3862658923606,24,0.8848984571690132,27,24,10,13,5,13-5,0.7062175974951117,0.5712286362504078,0.7752304734286981,0.7062175974951117,0.5712286362504078,0.7752304734286981,0.689716834608019,0.7783804124957583,111.53375109552873,101.11666030109387,111.53375109552873,101.11666030109387,113.48741832999917,94.6793334219222,120.78944492096049,100.67119856859955,0.8904333606942492,13,0.04222287382542034,1326.0,1239.0,1224.675,1.0827362361442832,1.0116969808316492,0,0.7222222222222222,4.271745150951379,21,79,68.86072906660257
28,Oklahoma,B12,23-10,118.72141659518249,12,100.16929885332834,80,0.8758883036466415,28,23,10,12,6,12-6,0.702979898230664,0.5543826968361745,0.7969023119906207,0.702979898230664,0.5543826968361745,0.7969023119906207,0.7082254878901888,0.841076719113163,110.80859911640167,100.90172980636987,110.80859911640167,100.90172980636987,118.95452382747311,97.92373436673857,129.1675739892465,108.63198488690352,0.8798662342633783,13,0.030450980109651637,1422.0,1339.0,1271.4375,1.1184191122253355,1.0531386717789903,0,0.6666666666666666,4.1036582381876485,23,106,69.62779185238138
29,Cincinnati,Amer,27-7,109.20255703659099,104,92.15442620161211,10,0.8756640984250419,29,27,7,15,3,15-3,0.6113668383369122,0.4887189029820678,0.6742243596194065,0.6113668383369122,0.4887189029820678,0.6742243596194065,0.7459264242270958,0.8303218436585064,107.86904638895837,102.26043142516026,107.86904638895837,102.26043142516026,109.02239176519218,90.90200931563018,115.64608315066302,97.15500586411169,0.8811754176662236,11,0.082630981359744,1201.0,1075.0,1138.4625,1.0549315414429548,0.9442559592432775,0,0.8333333333333334,5.359224157904994,16,32,61.461806809339144
30,Oregon,P12,24-10,118.66032117279943,14,100.67043537343469,91,0.8688407049766369,30,24,10,10,8,10-8,0.6729680892176174,0.5232319536087977,0.7359468751216482,0.6729680892176174,0.5232319536087977,0.7359468751216482,0.730344603500581,0.8625544972967303,109.99203362651916,101.43912965441163,109.99203362651916,101.43912965441163,115.0674070110032,99.61031794514919,123.88622211056727,103.76507908241061,0.8847490432075145,10,0.024507388338924185,1378.0,1315.0,1258.6750000000002,1.0948020736091524,1.044749438894075,0,0.5555555555555556,2.6650054775512917,33,127,67.29914278532058
31,New Mexico,MWC,27-7,113.40827226953913,47,96.31152588234828,36,0.8675160929282005,31,27,7,15,3,15-3,0.6248026250660214,0.6021836787720206,0.603350862977942,0.6248026250660214,0.6021836787720206,0.603350862977942,0.7830718371955421,0.7995075850109922,108.15324689897838,102.64422266121541,108.15324689897838,102.64422266121541,113.7910981357583,96.3765351636383,116.75754265858372,94.37306345930095,0.9203933746563133,6,0.060322322226598835,1304.0,1137.0,1163.0375,1.1212020248702215,0.9776125017465044,0,0.8333333333333334,4.543134857251355,19,53,64.18653826709806
32,SMU,Amer,27-10,110.94664308326833,74,94.40339682912457,18,0.8649389321021341,32,27,10,12,6,12-6,0.6009120946842311,0.4454964710077609,0.6754355338775702,0.6009120946842311,0.4454964710077609,0.6754355338775702,0.7651643933810766,0.8470658331638015,107.07025815377911,101.77115474830946,107.07025815377911,101.77115474830946,109.56375845224372,91.26645364446223,121.90466423064326,100.17575032510054,0.9053041893203433,10,0.011409274828364402,1249.0,1143.0,1196.8875,1.0435400152478824,0.9549769715198797,0,0.6666666666666666,1.4174222162313495,40,151,64.2126860104986
33,Harvard,Ivy,26-5,112.55967398910829,54,95.86155367170453,31,0.8637336387971252,33,26,5,13,1,13-1,0.5102377464605122,0.5292071418925862,0.43384681316266793,0.5102377464605122,0.5292071418925862,0.43384681316266793,0.8361256087672468,0.8282485511566833,104.78206062150397,104.21788056039937,104.78206062150397,104.21788056039937,112.14341716755648,93.95837852887387,110.78593791676221,94.26140905138695,0.8650136698990865,4,0.04456589240902631,1039.0,823.0,908.55,1.143580430356062,0.9058389741896429,0,0.9285714285714286,2.374104777821785,35,72,63.554156642191245
34,Saint Joseph's,A10,24-10,114.3646712211264,37,98.23288653138539,57,0.8517746627271089,34,24,10,11,5,11-5,0.6523550736550409,0.533101175136649,0.7093799090024412,0.6523550736550409,0.533101175136649,0.7093799090024412,0.7655607007198102,0.842569768772843,107.82502986253901,101.13926033031882,107.82502986253901,101.13926033031882,113.31262882085316,97.42873132604518,131.08259329181092,112.1877852119017,0.856929127474335,9,0.016416821777223367,1119.0,1071.0,1051.075,1.0646243132031492,1.018956782341888,0,0.6875,2.2244142801442024,36,141,63.932974923339074
35,Minnesota,B10,24-13,114.92830213645438,28,99.06962031977784,67,0.8465227606163337,35,24,13,8,10,8-10,0.6905146861312571,0.4782704076039583,0.8201870840313518,0.6905146861312571,0.4782704076039583,0.8201870840313518,0.6996404390070534,0.8569312251824391,109.93032843347147,100.2501339024754,109.93032843347147,100.2501339024754,115.09281271590596,98.9578958269833,128.1819994371175,110.4362298599558,0.8473088571143561,15,0.029761660350389074,1225.0,1253.0,1159.7624999999998,1.0562507409922293,1.0803936150720514,0,0.4444444444444444,0.5458820271217155,53,109,63.04786800515336
36,Texas,B12,24-11,112.92680144178924,50,97.40148918370431,47,0.8456432164845589,36,24,11,11,7,11-7,0.7003695978053569,0.5133062736714415,0.8003106049896941,0.7003695978053569,0.5133062736714415,0.8003106049896941,0.6922734311072383,0.8363989139265955,111.46419168539096,101.41461478393705,111.46419168539096,101.41461478393705,113.09402357382136,96.02424232842883,127.51734737061615,109.30624869080376,0.8547231979835678,17,0.08031344150265063,1293.0,1273.0,1215.0249999999999,1.064175634246209,1.047715067591202,0,0.6111111111111112,3.6521239117131374,29,34,66.68027902821531
37,Memphis,Amer,23-10,113.09446743837776,48,97.6313967879843,51,0.8443266896350534,37,23,10,12,6,12-6,0.6443387274998464,0.5329167422614132,0.6777551496950599,0.6443387274998464,0.5329167422614132,0.6777551496950599,0.7028486203963719,0.7659715494253517,108.89616145737403,100.87372953777144,108.89616145737403,100.87372953777144,114.02478485980859,96.75367320583807,130.46059947539996,113.98266228199508,0.8253158194291343,14,0.06955360020878976,1364.0,1285.0,1264.025,1.079092581238504,1.0165938173691185,0,0.6666666666666666,2.8430546582293568,32,45,67.49502519463017
38,Saint Louis,A10,26-7,105.51142528027924,173,91.08910472992699,7,0.8442612416772927,38,26,7,13,3,13-3,0.6252490977835694,0.4897175180612966,0.7038108114626498,0.6252490977835694,0.4897175180612966,0.7038108114626498,0.7632966164500795,0.8449380124176668,107.83132242509738,101.82081944682831,107.83132242509738,101.82081944682831,105.01451645557871,89.62108374802884,106.89974577252066,89.34389304462914,0.8872629545416768,8,0.10218960012503375,1102.0,1025.0,1099.8374999999999,1.0019661995522067,0.9319558571152557,0,0.8125,3.902479640742154,26,17,65.48482895638267
39,Kansas St.,B12,20-13,108.38179823386315,119,93.64029950041412,14,0.8430755625978458,39,20,13,10,8,10-8,0.6747042996762628,0.46644096925797673,0.8005989181494518,0.6747042996762628,0.46644096925797673,0.8005989181494518,0.7106557789833632,0.8758369958345926,111.18361523481305,102.28444677920811,111.18361523481305,102.28444677920811,110.95626421793567,94.38862140307388,121.16428959796349,108.95619852561241,0.7722951501930295,16,-0.01903529264221837,1270.0,1260.0,1213.375,1.0466673534562687,1.0384258782322036,0,0.5555555555555556,0.5550649275306764,52,219,62.828308603067015
40,Louisiana Tech,CUSA,28-8,110.41541701060939,85,95.48300289213219,27,0.8417047679170137,40,28,8,13,3,13-3,0.48797098886935736,0.43838225432672406,0.4460877243868719,0.48797098886935736,0.43838225432672406,0.4460877243868719,0.8441032818388816,0.841260576227657,104.23368421882174,104.62184705859875,104.23368421882174,104.62184705859875,108.27512291143786,94.81511170204229,108.47473600490602,99.82392178077183,0.7222718093123854,4,-0.003301498457864094,1229.0,1006.0,1115.925,1.101328494298452,0.9014942760490177,0,0.8125,0.1388055480980257,60,189,69.11432058174657
41,Stanford,P12,23-13,112.2331034737578,58,97.23868452554272,45,0.838783944715922,41,23,13,10,8,10-8,0.6968334473737577,0.5785210615683297,0.7416100908329681,0.6968334473737577,0.5785210615683297,0.7416100908329681,0.6977341459003951,0.7779379584630733,110.71453118743419,100.74891534280337,110.71453118743419,100.74891534280337,112.56856769041156,96.9829965289263,116.61935323645893,100.79502300439464,0.8425071375667473,15,0.03353971999942129,1280.0,1233.0,1202.8374999999999,1.064150394379956,1.025076122086317,0,0.5555555555555556,1.158214334857711,48,98,65.24505524364467
42,Arkansas,SEC,22-12,111.17703641196292,70,97.03519804218536,42,0.827008978093497,42,22,12,10,8,10-8,0.6370552262667116,0.4701809802159057,0.7521054073181028,0.6370552262667116,0.4701809802159057,0.7521054073181028,0.7589761060227622,0.853975281802959,108.31598260343752,102.09989047703574,108.31598260343752,102.09989047703574,109.98061245900769,97.13349044737869,132.4660933867979,113.6220277531415,0.8537932283760039,10,-0.010493457935532802,1366.0,1342.0,1315.1125,1.0386944082730565,1.020445018962256,0,0.5555555555555556,0.10798400683178522,61,198,70.85608519827468
43,Florida St.,ACC,22-14,112.49378849804465,55,98.22184212027182,55,0.8263817628351467,43,22,14,9,9,9-9,0.7053647347762477,0.5497847039357243,0.7915619997903929,0.7053647347762477,0.5497847039357243,0.7915619997903929,0.6767359530444318,0.7415282671358665,110.23084533259515,99.97258451399243,110.23084533259515,99.97258451399243,113.90847611700275,100.47233563815229,117.24971655039353,102.33184739963731,0.8270665168043416,17,0.04361036475159441,1211.0,1206.0,1134.0249999999999,1.0678776922907345,1.0634686184167017,0,0.5,1.4112328130357843,41,76,65.25594653331966
44,Utah,P12,19-12,110.89376046303181,75,96.91384653379697,40,0.8248599394989259,44,19,12,9,9,9-9,0.6219278552436787,0.3448303438205581,0.7421976617072024,0.6219278552436787,0.3448303438205581,0.7421976617072024,0.7369296957453528,0.9183207199535499,108.429705777315,102.11835855908926,108.429705777315,102.11835855908926,112.10441498780648,95.6058829385133,115.33638400553878,103.00957595572154,0.7858107975631369,11,-0.02716326831967908,1266.0,1202.0,1197.9624999999999,1.0567943487379614,1.0033703058317769,0,0.5,-0.3491804959685577,64,235,63.30381643989409
45,Indiana,B10,17-15,108.93259751845096,107,95.43967540984795,26,0.8206418071252128,45,17,15,7,11,7-11,0.6535495711689369,0.40158393068265685,0.8272119157096133,0.6535495711689369,0.40158393068265685,0.8272119157096133,0.7021784853836935,0.8575508663947023,109.51173609502607,101.69941147581184,109.51173609502607,101.69941147581184,109.5390012665425,95.58715767840289,120.31277313282153,101.47578610503545,0.876333438196376,13,-0.06274393963955704,1190.0,1230.0,1185.3625,1.0039123053074481,1.037657256746354,0,0.3888888888888889,-2.057051206235346,80,296,67.50092486852655
46,Arizona St.,P12,21-12,110.86055933112164,77,97.13360370324354,44,0.8205586108010311,46,21,12,10,8,10-8,0.6690426572620715,0.49857685153361725,0.7729156365841026,0.6690426572620715,0.49857685153361725,0.7729156365841026,0.7245344242162495,0.849612319683614,109.06276620960102,101.23279938655311,109.06276620960102,101.23279938655311,107.74685452315919,94.37099959477877,111.02105848359325,104.68622516003461,0.6627675974942391,12,0.024678183583435653,1312.0,1295.0,1290.4125,1.0167291466875903,1.0035550647564249,0,0.5555555555555556,1.2137439522092226,46,126,67.29876180893385
47,Providence,BE,22-13,115.43498245673129,24,101.17201476160588,101,0.8200491530793829,47,22,13,10,8,10-8,0.6930960724122902,0.5514610906815991,0.7648076907279155,0.6930960724122902,0.5514610906815991,0.7648076907279155,0.7222778950650114,0.8244998637456334,109.63384932940507,100.74086093822848,109.63384932940507,100.74086093822848,114.93038197590515,102.31404142818758,116.29370935140008,106.34764595859325,0.7365597862248098,13,0.02825774383617885,1327.0,1325.0,1217.6,1.0898488830486204,1.0882063074901447,0,0.5555555555555556,1.2754959193745723,45,111,62.87298452672894
48,Maryland,ACC,17-15,108.60272982268548,115,95.21045959739597,22,0.8195759988615229,48,17,15,9,9,9-9,0.7075784039956352,0.5931579929756547,0.7836151809077695,0.7075784039956352,0.5931579929756547,0.7836151809077695,0.6912619660051561,0.7911272919341378,110.10978405196374,99.9933630994417,110.10978405196374,99.9933630994417,109.53731413298095,94.8793023104477,108.82512051794636,98.53573133984337,0.758085902756462,14,-0.04334252871190403,1252.0,1236.0,1224.1374999999998,1.0227609235073676,1.0096904963698932,0,0.5,-1.4813766806818398,71,266,67.1640227796652
